330000,浙江省
330000,浙江
330100,杭州市
330100,杭州
330102,上城区
330102,上城
330103,下城区
330103,下城
330104,江干区
330104,江干
330105,拱墅区
330105,拱墅
330106,西湖区
330106,西湖
330108,滨江区
330108,滨江
330109,萧山区
330109,萧山
330110,余杭区
330110,余杭
330122,桐庐县
330122,桐庐
330127,淳安县
330127,淳安
330182,建德市
330182,建德
330183,富阳市
330183,富阳
330185,临安市
330185,临安
330200,宁波市
330200,宁波
330203,海曙区
330203,海曙
330204,江东区
330204,江东
330205,江北区
330205,江北
330206,北仑区
330206,北仑
330211,镇海区
330211,镇海
330212,鄞州区
330212,鄞州
330225,象山县
330225,象山
330226,宁海县
330226,宁海
330281,余姚市
330281,余姚
330282,慈溪市
330282,慈溪
330283,奉化市
330283,奉化
330300,温州市
330300,温州
330302,鹿城区
330302,鹿城
330303,龙湾区
330303,龙湾
330304,瓯海区
330304,瓯海
330322,洞头县
330322,洞头
330324,永嘉县
330324,永嘉
330326,平阳县
330326,平阳
330327,苍南县
330327,苍南
330328,文成县
330328,文成
330329,泰顺县
330329,泰顺
330381,瑞安市
330381,瑞安
330382,乐清市
330382,乐清
330400,嘉兴市
330400,嘉兴
330402,南湖区
330402,南湖
330411,秀洲区
330411,秀洲
330421,嘉善县
330421,嘉善
330424,海盐县
330424,海盐
330481,海宁市
330481,海宁
330482,平湖市
330482,平湖
330483,桐乡市
330483,桐乡
330500,湖州市
330500,湖州
330502,吴兴区
330502,吴兴
330503,南浔区
330503,南浔
330521,德清县
330521,德清
330522,长兴县
330522,长兴
330523,安吉县
330523,安吉
330600,绍兴市
330600,绍兴
330602,越城区
330602,越城
330621,绍兴县
330621,绍兴
330624,新昌县
330624,新昌
330681,诸暨市
330681,诸暨
330682,上虞市
330682,上虞
330683,嵊州市
330683,嵊州
330700,金华市
330700,金华
330702,婺城区
330702,婺城
330703,金东区
330703,金东
330723,武义县
330723,武义
330726,浦江县
330726,浦江
330727,磐安县
330727,磐安
330781,兰溪市
330781,兰溪
330782,义乌市
330782,义乌
330783,东阳市
330783,东阳
330784,永康市
330784,永康
330800,衢州市
330800,衢州
330802,柯城区
330802,柯城
330803,衢江区
330803,衢江
330822,常山县
330822,常山
330824,开化县
330824,开化
330825,龙游县
330825,龙游
330881,江山市
330881,江山
330900,舟山市
330900,舟山
330902,定海区
330902,定海
330903,普陀区
330903,普陀
330921,岱山县
330921,岱山
330922,嵊泗县
330922,嵊泗
331000,台州市
331000,台州
331002,椒江区
331002,椒江
331003,黄岩区
331003,黄岩
331004,路桥区
331004,路桥
331021,玉环县
331021,玉环
331022,三门县
331022,三门
331023,天台县
331023,天台
331024,仙居县
331024,仙居
331081,温岭市
331081,温岭
331082,临海市
331082,临海
331100,丽水市
331100,丽水
331102,莲都区
331102,莲都
331121,青田县
331121,青田
331122,缙云县
331122,缙云
331123,遂昌县
331123,遂昌
331124,松阳县
331124,松阳
331125,云和县
331125,云和
331126,庆元县
331126,庆元
331127,景宁畲族自治县
331127,景宁
331181,龙泉市
331181,龙泉
