510000,四川省
510000,四川
510100,成都市
510100,成都
510104,锦江区
510104,锦江
510105,青羊区
510105,青羊
510106,金牛区
510106,金牛
510107,武侯区
510107,武侯
510108,成华区
510108,成华
510112,龙泉驿区
510112,龙泉驿
510113,青白江区
510113,青白江
510114,新都区
510114,新都
510115,温江区
510115,温江
510121,金堂县
510121,金堂
510122,双流县
510122,双流
510124,郫县
510129,大邑县
510129,大邑
510131,蒲江县
510131,蒲江
510132,新津县
510132,新津
510181,都江堰市
510181,都江堰
510182,彭州市
510182,彭州
510183,邛崃市
510183,邛崃
510184,崇州市
510184,崇州
510300,自贡市
510300,自贡
510302,自流井区
510302,自流井
510303,贡井区
510303,贡井
510304,大安区
510304,大安
510311,沿滩区
510311,沿滩
510321,荣县
510322,富顺县
510322,富顺
510400,攀枝花市
510400,攀枝花
510402,东区
510403,西区
510411,仁和区
510411,仁和
510421,米易县
510421,米易
510422,盐边县
510422,盐边
510500,泸州市
510500,泸州
510502,江阳区
510502,江阳
510503,纳溪区
510503,纳溪
510504,龙马潭区
510504,龙马潭
510521,泸县
510522,合江县
510522,合江
510524,叙永县
510524,叙永
510525,古蔺县
510525,古蔺
510600,德阳市
510600,德阳
510603,旌阳区
510603,旌阳
510623,中江县
510623,中江
510626,罗江县
510626,罗江
510681,广汉市
510681,广汉
510682,什邡市
510682,什邡
510683,绵竹市
510683,绵竹
510700,绵阳市
510700,绵阳
510703,涪城区
510703,涪城
510704,游仙区
510704,游仙
510722,三台县
510722,三台
510723,盐亭县
510723,盐亭
510724,安县
510725,梓潼县
510725,梓潼
510726,北川羌族自治县
510726,北川
510727,平武县
510727,平武
510781,江油市
510781,江油
510800,广元市
510800,广元
510802,利州区
510802,利州
510811,元坝区
510811,元坝
510812,朝天区
510812,朝天
510821,旺苍县
510821,旺苍
510822,青川县
510822,青川
510823,剑阁县
510823,剑阁
510824,苍溪县
510824,苍溪
510900,遂宁市
510900,遂宁
510903,船山区
510903,船山
510904,安居区
510904,安居
510921,蓬溪县
510921,蓬溪
510922,射洪县
510922,射洪
510923,大英县
510923,大英
511000,内江市
511000,内江
511002,市中区
511002,市中
511011,东兴区
511011,东兴
511024,威远县
511024,威远
511025,资中县
511025,资中
511028,隆昌县
511028,隆昌
511100,乐山市
511100,乐山
511102,市中区
511102,市中
511111,沙湾区
511111,沙湾
511112,五通桥区
511112,五通桥
511113,金口河区
511113,金口河
511123,犍为县
511123,犍为
511124,井研县
511124,井研
511126,夹江县
511126,夹江
511129,沐川县
511129,沐川
511132,峨边彝族自治县
511132,峨边
511133,马边彝族自治县
511133,马边
511181,峨眉山市
511181,峨眉山
511300,南充市
511300,南充
511302,顺庆区
511302,顺庆
511303,高坪区
511303,高坪
511304,嘉陵区
511304,嘉陵
511321,南部县
511321,南部
511322,营山县
511322,营山
511323,蓬安县
511323,蓬安
511324,仪陇县
511324,仪陇
511325,西充县
511325,西充
511381,阆中市
511381,阆中
511400,眉山市
511400,眉山
511402,东坡区
511402,东坡
511421,仁寿县
511421,仁寿
511422,彭山县
511422,彭山
511423,洪雅县
511423,洪雅
511424,丹棱县
511424,丹棱
511425,青神县
511425,青神
511500,宜宾市
511500,宜宾
511502,翠屏区
511502,翠屏
511503,南溪区
511503,南溪
511521,宜宾县
511521,宜宾
511523,江安县
511523,江安
511524,长宁县
511524,长宁
511525,高县
511526,珙县
511527,筠连县
511527,筠连
511528,兴文县
511528,兴文
511529,屏山县
511529,屏山
511600,广安市
511600,广安
511602,广安区
511602,广安
511603,前锋区
511603,前锋
511621,岳池县
511621,岳池
511622,武胜县
511622,武胜
511623,邻水县
511623,邻水
511681,华蓥市
511681,华蓥
511700,达州市
511700,达州
511702,通川区
511702,通川
511703,达川区
511703,达川
511722,宣汉县
511722,宣汉
511723,开江县
511723,开江
511724,大竹县
511724,大竹
511725,渠县
511781,万源市
511781,万源
511800,雅安市
511800,雅安
511802,雨城区
511802,雨城
511803,名山区
511803,名山
511822,荥经县
511822,荥经
511823,汉源县
511823,汉源
511824,石棉县
511824,石棉
511825,天全县
511825,天全
511826,芦山县
511826,芦山
511827,宝兴县
511827,宝兴
511900,巴中市
511900,巴中
511902,巴州区
511902,巴州
511903,恩阳区
511903,恩阳
511921,通江县
511921,通江
511922,南江县
511922,南江
511923,平昌县
511923,平昌
512000,资阳市
512000,资阳
512002,雁江区
512002,雁江
512021,安岳县
512021,安岳
512022,乐至县
512022,乐至
512081,简阳市
512081,简阳
513200,阿坝藏族羌族自治州
513200,阿坝
513221,汶川县
513221,汶川
513222,理县
513223,茂县
513224,松潘县
513224,松潘
513225,九寨沟县
513225,九寨沟
513226,金川县
513226,金川
513227,小金县
513227,小金
513228,黑水县
513228,黑水
513229,马尔康县
513229,马尔康
513230,壤塘县
513230,壤塘
513231,阿坝县
513231,阿坝
513232,若尔盖县
513232,若尔盖
513233,红原县
513233,红原
513300,甘孜藏族自治州
513300,甘孜
513321,康定县
513321,康定
513322,泸定县
513322,泸定
513323,丹巴县
513323,丹巴
513324,九龙县
513324,九龙
513325,雅江县
513325,雅江
513326,道孚县
513326,道孚
513327,炉霍县
513327,炉霍
513328,甘孜县
513328,甘孜
513329,新龙县
513329,新龙
513330,德格县
513330,德格
513331,白玉县
513331,白玉
513332,石渠县
513332,石渠
513333,色达县
513333,色达
513334,理塘县
513334,理塘
513335,巴塘县
513335,巴塘
513336,乡城县
513336,乡城
513337,稻城县
513337,稻城
513338,得荣县
513338,得荣
513400,凉山彝族自治州
513400,凉山
513401,西昌市
513401,西昌
513422,木里藏族自治县
513422,木里
513423,盐源县
513423,盐源
513424,德昌县
513424,德昌
513425,会理县
513425,会理
513426,会东县
513426,会东
513427,宁南县
513427,宁南
513428,普格县
513428,普格
513429,布拖县
513429,布拖
513430,金阳县
513430,金阳
513431,昭觉县
513431,昭觉
513432,喜德县
513432,喜德
513433,冕宁县
513433,冕宁
513434,越西县
513434,越西
513435,甘洛县
513435,甘洛
513436,美姑县
513436,美姑
513437,雷波县
513437,雷波
