520000,贵州省
520000,贵州
520100,贵阳市
520100,贵阳
520102,南明区
520102,南明
520103,云岩区
520103,云岩
520111,花溪区
520111,花溪
520112,乌当区
520112,乌当
520113,白云区
520113,白云
520115,观山湖区
520115,观山湖
520121,开阳县
520121,开阳
520122,息烽县
520122,息烽
520123,修文县
520123,修文
520181,清镇市
520181,清镇
520200,六盘水市
520200,六盘水
520201,钟山区
520201,钟山
520203,六枝特区
520203,六枝特
520221,水城县
520221,水城
520222,盘县
520300,遵义市
520300,遵义
520302,红花岗区
520302,红花岗
520303,汇川区
520303,汇川
520321,遵义县
520321,遵义
520322,桐梓县
520322,桐梓
520323,绥阳县
520323,绥阳
520324,正安县
520324,正安
520325,道真仡佬族苗族自治县
520325,道真
520326,务川仡佬族苗族自治县
520326,务川
520327,凤冈县
520327,凤冈
520328,湄潭县
520328,湄潭
520329,余庆县
520329,余庆
520330,习水县
520330,习水
520381,赤水市
520381,赤水
520382,仁怀市
520382,仁怀
520400,安顺市
520400,安顺
520402,西秀区
520402,西秀
520421,平坝县
520421,平坝
520422,普定县
520422,普定
520423,镇宁布依族苗族自治县
520423,镇宁
520424,关岭布依族苗族自治县
520424,关岭
520425,紫云苗族布依族自治县
520425,紫云
520500,毕节市
520500,毕节
520502,七星关区
520502,七星关
520521,大方县
520521,大方
520522,黔西县
520522,黔西
520523,金沙县
520523,金沙
520524,织金县
520524,织金
520525,纳雍县
520525,纳雍
520526,威宁彝族回族苗族自治县
520526,威宁
520527,赫章县
520527,赫章
520600,铜仁市
520600,铜仁
520602,碧江区
520602,碧江
520603,万山区
520603,万山
520621,江口县
520621,江口
520622,玉屏侗族自治县
520622,玉屏
520623,石阡县
520623,石阡
520624,思南县
520624,思南
520625,印江土家族苗族自治县
520625,印江
520626,德江县
520626,德江
520627,沿河土家族自治县
520627,沿河
520628,松桃苗族自治县
520628,松桃
522300,黔西南布依族苗族自治州
522300,黔西南
522301,兴义市
522301,兴义
522322,兴仁县
522322,兴仁
522323,普安县
522323,普安
522324,晴隆县
522324,晴隆
522325,贞丰县
522325,贞丰
522326,望谟县
522326,望谟
522327,册亨县
522327,册亨
522328,安龙县
522328,安龙
522600,黔东南苗族侗族自治州
522600,黔东南
522601,凯里市
522601,凯里
522622,黄平县
522622,黄平
522623,施秉县
522623,施秉
522624,三穗县
522624,三穗
522625,镇远县
522625,镇远
522626,岑巩县
522626,岑巩
522627,天柱县
522627,天柱
522628,锦屏县
522628,锦屏
522629,剑河县
522629,剑河
522630,台江县
522630,台江
522631,黎平县
522631,黎平
522632,榕江县
522632,榕江
522633,从江县
522633,从江
522634,雷山县
522634,雷山
522635,麻江县
522635,麻江
522636,丹寨县
522636,丹寨
522700,黔南布依族苗族自治州
522700,黔南
522701,都匀市
522701,都匀
522702,福泉市
522702,福泉
522722,荔波县
522722,荔波
522723,贵定县
522723,贵定
522725,瓮安县
522725,瓮安
522726,独山县
522726,独山
522727,平塘县
522727,平塘
522728,罗甸县
522728,罗甸
522729,长顺县
522729,长顺
522730,龙里县
522730,龙里
522731,惠水县
522731,惠水
522732,三都水族自治县
522732,三都
