440000,广东省
440000,广东
440100,广州市
440100,广州
440103,荔湾区
440103,荔湾
440104,越秀区
440104,越秀
440105,海珠区
440105,海珠
440106,天河区
440106,天河
440111,白云区
440111,白云
440112,黄埔区
440112,黄埔
440113,番禺区
440113,番禺
440114,花都区
440114,花都
440115,南沙区
440115,南沙
440116,萝岗区
440116,萝岗
440183,增城市
440183,增城
440184,从化市
440184,从化
440200,韶关市
440200,韶关
440203,武江区
440203,武江
440204,浈江区
440204,浈江
440205,曲江区
440205,曲江
440222,始兴县
440222,始兴
440224,仁化县
440224,仁化
440229,翁源县
440229,翁源
440232,乳源瑶族自治县
440232,乳源
440233,新丰县
440233,新丰
440281,乐昌市
440281,乐昌
440282,南雄市
440282,南雄
440300,深圳市
440300,深圳
440303,罗湖区
440303,罗湖
440304,福田区
440304,福田
440305,南山区
440305,南山
440306,宝安区
440306,宝安
440307,龙岗区
440307,龙岗
440308,盐田区
440308,盐田
440400,珠海市
440400,珠海
440402,香洲区
440402,香洲
440403,斗门区
440403,斗门
440404,金湾区
440404,金湾
440500,汕头市
440500,汕头
440507,龙湖区
440507,龙湖
440511,金平区
440511,金平
440512,濠江区
440512,濠江
440513,潮阳区
440513,潮阳
440514,潮南区
440514,潮南
440515,澄海区
440515,澄海
440523,南澳县
440523,南澳
440600,佛山市
440600,佛山
440604,禅城区
440604,禅城
440605,南海区
440605,南海
440606,顺德区
440606,顺德
440607,三水区
440607,三水
440608,高明区
440608,高明
440700,江门市
440700,江门
440703,蓬江区
440703,蓬江
440704,江海区
440704,江海
440705,新会区
440705,新会
440781,台山市
440781,台山
440783,开平市
440783,开平
440784,鹤山市
440784,鹤山
440785,恩平市
440785,恩平
440800,湛江市
440800,湛江
440802,赤坎区
440802,赤坎
440803,霞山区
440803,霞山
440804,坡头区
440804,坡头
440811,麻章区
440811,麻章
440823,遂溪县
440823,遂溪
440825,徐闻县
440825,徐闻
440881,廉江市
440881,廉江
440882,雷州市
440882,雷州
440883,吴川市
440883,吴川
440900,茂名市
440900,茂名
440902,茂南区
440902,茂南
440903,茂港区
440903,茂港
440923,电白县
440923,电白
440981,高州市
440981,高州
440982,化州市
440982,化州
440983,信宜市
440983,信宜
441200,肇庆市
441200,肇庆
441202,端州区
441202,端州
441203,鼎湖区
441203,鼎湖
441223,广宁县
441223,广宁
441224,怀集县
441224,怀集
441225,封开县
441225,封开
441226,德庆县
441226,德庆
441283,高要市
441283,高要
441284,四会市
441284,四会
441300,惠州市
441300,惠州
441302,惠城区
441302,惠城
441303,惠阳区
441303,惠阳
441322,博罗县
441322,博罗
441323,惠东县
441323,惠东
441324,龙门县
441324,龙门
441400,梅州市
441400,梅州
441402,梅江区
441402,梅江
441421,梅县
441422,大埔县
441422,大埔
441423,丰顺县
441423,丰顺
441424,五华县
441424,五华
441426,平远县
441426,平远
441427,蕉岭县
441427,蕉岭
441481,兴宁市
441481,兴宁
441500,汕尾市
441500,汕尾
441502,城区
441521,海丰县
441521,海丰
441523,陆河县
441523,陆河
441581,陆丰市
441581,陆丰
441600,河源市
441600,河源
441602,源城区
441602,源城
441621,紫金县
441621,紫金
441622,龙川县
441622,龙川
441623,连平县
441623,连平
441624,和平县
441624,和平
441625,东源县
441625,东源
441700,阳江市
441700,阳江
441702,江城区
441702,江城
441721,阳西县
441721,阳西
441723,阳东县
441723,阳东
441781,阳春市
441781,阳春
441800,清远市
441800,清远
441802,清城区
441802,清城
441803,清新区
441803,清新
441821,佛冈县
441821,佛冈
441823,阳山县
441823,阳山
441825,连山壮族瑶族自治县
441825,连山
441826,连南瑶族自治县
441826,连南
441881,英德市
441881,英德
441882,连州市
441882,连州
441900,东莞市
441900,东莞
442000,中山市
442000,中山
445100,潮州市
445100,潮州
445102,湘桥区
445102,湘桥
445103,潮安区
445103,潮安
445122,饶平县
445122,饶平
445200,揭阳市
445200,揭阳
445202,榕城区
445202,榕城
445203,揭东区
445203,揭东
445222,揭西县
445222,揭西
445224,惠来县
445224,惠来
445281,普宁市
445281,普宁
445300,云浮市
445300,云浮
445302,云城区
445302,云城
445321,新兴县
445321,新兴
445322,郁南县
445322,郁南
445323,云安县
445323,云安
445381,罗定市
445381,罗定
